File,Actual,Predicted
"null/gDx4polPnDV7HFkngdtpPwcrop6185.0,-146.0.jpg",null,null
"null/TK4M02uS2WbmW4nu5u2PzAcrop9830.0,-297.0.jpg",null,obstruction
"missing_ramp/bSxCID6uBCpZmFV3qtVn2Qcrop389.0,-838.0.jpg",missing_ramp,ramp
"null/hZfGIH-oBkngHKdADJ7iiQcrop7594.0,-1131.0.jpg",null,null
"ramp/6GzgMGfH1uI3h-QHwF25vAcrop8909.0,-552.0.jpg",ramp,ramp
"null/q5EkLuoj4JnTN4Lpr9USPwcrop8846.0,-1482.0.jpg",null,null
"missing_ramp/Q7czVCXyndeISE7z0Nzd-Qcrop2279.0,-562.0.jpg",missing_ramp,ramp
"ramp/8K8p9i2VGBi1SQiWRFZXIQcrop2511.0,-1241.0.jpg",ramp,ramp
"missing_ramp/sVXXMw7GzJSW1BR-v2bhVwcrop1869.0,-656.0.jpg",missing_ramp,missing_ramp
"null/MOxZikwJTdwMajyETUvtLAcrop3526.0,-432.0.jpg",null,ramp
"null/ESqU-0N0L_RfljKCqH4Ycwcrop12093.0,-972.0.jpg",null,obstruction
"null/XJpWTT3WfQDBlnCjaxPJYAcrop8091.0,-770.0.jpg",null,missing_ramp
"null/yl4CTsloXaxSLtbcHB0DGgcrop11512.0,-699.0.jpg",null,sfc_problem
"null/q7xl3KJIO2sKB1M4vPe9-Acrop10721.0,-236.0.jpg",null,ramp
"ramp/q7xl3KJIO2sKB1M4vPe9-Acrop153.0,-355.0.jpg",ramp,ramp
"null/NnBRZIqb-V_sQDnAh4eSKwcrop8084.0,-1181.0.jpg",null,ramp
"null/y6B41c8BjOI70VMNGHOCxAcrop5247.0,-60.0.jpg",null,ramp
"null/T-wLpQOX5kZ7Pu5e-eGHkAcrop12877.0,-1066.0.jpg",null,ramp
"null/lYgmZTcIBG39BY-ej5hGUwcrop6326.0,-671.0.jpg",null,ramp
"null/nLJ-evbPWNLYxedpbcv01gcrop11284.0,-1113.0.jpg",null,ramp
"null/yQPuhXyxP-ObwP9P3qu88Acrop3672.0,-1305.0.jpg",null,ramp
"null/Fz_Yq6ZOtJMvYC2H46F9Hgcrop4411.0,-309.0.jpg",null,ramp
"ramp/5r4HhzfcRcabJofoIhMGkAcrop5148.0,-1092.0.jpg",ramp,ramp
"null/M_ZWy_mMGmvC0iUolRW01gcrop6480.0,-1679.0.jpg",null,ramp
"null/wfS26TfdPLwZNToZHjNmnQcrop10889.0,-1313.0.jpg",null,null
"sfc_problem/OqWzAT8Mb5TisphnGgbVwwcrop5230.0,-817.0.jpg",sfc_problem,ramp
"null/vZuxBYvN8RIVt7MWJIwQoAcrop8436.0,-515.0.jpg",null,missing_ramp
"null/TvIsbXyltZgav6xuSGOqpgcrop650.0,-1532.0.jpg",null,null
"null/HXR3yU0zzZmBs7h4Y-sXlAcrop11058.0,-964.0.jpg",null,ramp
"null/TohEBU9Hhhc_SzZIN7eZ8wcrop4461.0,-927.0.jpg",null,null
"null/4em--twWWx8qYx8H9P6tHQcrop11089.0,-380.0.jpg",null,missing_ramp
"null/jV7zcY2sdBVROxWJIIXxRAcrop6092.0,-713.0.jpg",null,null
"ramp/q3gKU-Hogswpjw0fiCWR-gcrop9490.0,-233.0.jpg",ramp,ramp
"sfc_problem/IHATy8bBqFHzaqoufAsGbwcrop12236.0,-658.0.jpg",sfc_problem,sfc_problem
"missing_ramp/9B1T1jJOM8QsoAWUNNnLAQcrop7722.0,-1235.0.jpg",missing_ramp,missing_ramp
"null/U9RFPwKhCj3UCq8CUDa8-wcrop7265.0,-1461.0.jpg",null,null
"ramp/EyhhtyJNDvxZrqgDG2EWxAcrop8365.0,-410.0.jpg",ramp,ramp
"null/0SwRtCh2tg0fcCyEriem_gcrop10613.0,-4.0.jpg",null,obstruction
"null/yybyTWkyIjy0SKMSZCNr-wcrop6345.0,-396.0.jpg",null,obstruction
"ramp/2HmR-4KKNBMhOq5Sgkye2wcrop8784.0,-432.0.jpg",ramp,ramp
"null/1hmcwtw-M2U9SClP19vOoAcrop9931.0,-711.0.jpg",null,ramp
"null/kmSdSrfuPhFGBNuPsycAGAcrop4713.0,-649.0.jpg",null,sfc_problem
"null/yyoFz6WX5sEY_U4RZFuj8wcrop9682.0,-418.0.jpg",null,missing_ramp
"null/AGL4T_i3eBhsdDJHyt56owcrop4711.0,-1689.0.jpg",null,ramp
"null/O9HcYcO3olwKV3bPWs5QgAcrop7954.0,-1039.0.jpg",null,null
"null/6_dWatGDNeekQDEuUEBVsAcrop11685.0,-1459.0.jpg",null,null
"null/HvPHsKae7-vzKB7ZfAv5ZAcrop3991.0,-721.0.jpg",null,sfc_problem
"null/F_BpIuPEXl02vjlcMQkcHQcrop3006.0,-782.0.jpg",null,null
"sfc_problem/vH4fZAnCDou8zRmkqHOC1gcrop4464.0,-973.0.jpg",sfc_problem,sfc_problem
"ramp/XPjIBuRLK3dtpELVC5Madwcrop1160.0,-584.0.jpg",ramp,ramp
"null/1Z0EpNPJSyNBvaPSUoqGiQcrop12392.0,-6.0.jpg",null,ramp
"missing_ramp/SsYztM3Os1NMBq60lkH2ygcrop1143.0,-932.0.jpg",missing_ramp,ramp
"null/vVZS0w3119__gPQHkl_uGgcrop717.0,-1698.0.jpg",null,ramp
"null/ryf6ieTVvfSDrSEv6vhB2gcrop12362.0,-1462.0.jpg",null,null
"null/78b7AXcb1ZeFUvlK0l0efwcrop3067.0,-307.0.jpg",null,ramp
"null/j5DgcAgQ9Wsxz4k-I0HFVgcrop5028.0,-432.0.jpg",null,missing_ramp
"ramp/psox2QPTB7t3dP6LsrrsCgcrop13088.0,-1509.0.jpg",ramp,ramp
"null/jZRhBuX5AQe3MnsiGHk1lwcrop3237.0,-617.0.jpg",null,ramp
"null/F_BpIuPEXl02vjlcMQkcHQcrop3393.0,-1138.0.jpg",null,null
"sfc_problem/p_5PfwEZW5UagixtzBy8_wcrop9815.0,-558.0.jpg",sfc_problem,sfc_problem
"null/G63sZ-2abSxo-vqByEKkUQcrop6293.0,-615.0.jpg",null,sfc_problem
"null/tNrx4_kLLdkait8ratp4nwcrop6571.0,-65.0.jpg",null,null
"obstruction/WpY0fZr3_wgbXrnElziz8wcrop11807.0,-510.0.jpg",obstruction,obstruction
"null/54DIyOgI6lnbRgOo8FGuIgcrop12188.0,-656.0.jpg",null,missing_ramp
"null/p3ro4lEJEe9RwwHf6ZPYAwcrop7647.0,-151.0.jpg",null,obstruction
"ramp/uenD-_VZrSvWF6jetDL3Ywcrop5572.0,-354.0.jpg",ramp,ramp
"missing_ramp/UbdfpdTPlSgiCIupLPNrtgcrop5738.0,-1034.0.jpg",missing_ramp,missing_ramp
"null/H8PCZPaDiyRmhOWoKeVIowcrop9044.0,-226.0.jpg",null,obstruction
"null/Zif02m4fJ31EqYuXch8n1Acrop1523.0,-556.0.jpg",null,sfc_problem
"missing_ramp/D2a38Otq14Zf3lJiDSXX7wcrop8410.0,-397.0.jpg",missing_ramp,missing_ramp
"ramp/stxXyCKAbd73DmkM2vsIHAcrop8140.0,-357.0.jpg",ramp,ramp
"null/ub3oS-FgK3jyV_NE93kMeQcrop983.0,-1659.0.jpg",null,ramp
"sfc_problem/RpbgzbguiGSUEV5Sl_0poQcrop3615.0,-865.0.jpg",sfc_problem,obstruction
"null/56PksWRaMwPEo1I7kbm7Kgcrop1655.0,-714.0.jpg",null,missing_ramp
"null/zWldc2McS_h_q2Ye0d63GQcrop8268.0,-1674.0.jpg",null,null
"null/6GkfaXu72r_UJOYZwC9hnwcrop10984.0,-639.0.jpg",null,ramp
"null/-sNN6pzYtRQZ32t3QGPHiAcrop3371.0,-853.0.jpg",null,null
"null/N7H9xQBZDirL4Mp2H8v9kgcrop2156.0,-911.0.jpg",null,ramp
"null/lubMzjdDz8gl--Jrmbcszgcrop11524.0,-1207.0.jpg",null,ramp
"null/f9XI7dUy9Q37LIOR_uq5Gwcrop5603.0,-49.0.jpg",null,null
"null/U2hhd5s32N9dNQ79InHd-gcrop8915.0,-357.0.jpg",null,ramp
"null/7UhqOt7YB7T5HsTx_QGikQcrop6005.0,-187.0.jpg",null,ramp
"null/UlKj45fEPJUpRQO_sG_ongcrop10351.0,-1301.0.jpg",null,ramp
"ramp/e-F_kzCRQuYo1yw8DxeeuAcrop10588.0,-521.0.jpg",ramp,ramp
"null/43LX2-eMipkaKe3PsyyIeQcrop3395.0,-1316.0.jpg",null,ramp
"null/s4bOcP5CqXTgi1bPZBwpywcrop2953.0,-141.0.jpg",null,null
"obstruction/exH8D5V0k4N76Exe-Dp2zgcrop1299.0,-485.0.jpg",obstruction,obstruction
"null/POV-hG1Svw45eQ8Q2ijFPgcrop1574.0,-1208.0.jpg",null,null
"null/rc_DCYGs34SP4rtWWBvllQcrop2347.0,-321.0.jpg",null,ramp
"missing_ramp/-XvR2Te41vBU743_xnLVDQcrop11818.0,-528.0.jpg",missing_ramp,missing_ramp
"ramp/_UfzmudNgr_llS9j17eyFQcrop11721.0,-1290.0.jpg",ramp,ramp
"null/bVLd55iiPXe8dfQ17FNf2wcrop2854.0,-1595.0.jpg",null,null
"null/bklym8QqRM9CPpipElTkfQcrop5622.0,-1316.0.jpg",null,null
"null/ydHYV4XOVttgTtoxY00w2wcrop311.0,-1491.0.jpg",null,ramp
"null/ksFxy50RJrqrbSZf0ss5Vwcrop9629.0,-1312.0.jpg",null,null
"null/7RXxaYICBHpl03C-krOn6wcrop9578.0,-1089.0.jpg",null,null
"null/Y5xAd4Hs92iym67JnIdg9Qcrop11742.0,-121.0.jpg",null,ramp
"null/0x0Tj4CgGYT0CR0G83-w-wcrop12770.0,-587.0.jpg",null,sfc_problem
"null/LBExk3L9N5zgQEBxeT6RzAcrop2705.0,-460.0.jpg",null,null
"null/4MBwOkTpVYy5w7qw0LpI9Qcrop7260.0,-1461.0.jpg",null,null
"null/MgqIfRbRvQkwppzrj7la2gcrop1611.0,-157.0.jpg",null,obstruction
"null/3hX_YTX5jACZ7x8MrKCcRQcrop9646.0,-83.0.jpg",null,ramp
"null/TQjM96ZKJA291X7AswxFOgcrop4906.0,-616.0.jpg",null,missing_ramp
"null/gAekNM1KgJ4dTN-tylrd2Acrop769.0,-1634.0.jpg",null,null
"null/uvmvQqfEtZZ8olfrbQ0KIAcrop12349.0,-1134.0.jpg",null,null
"missing_ramp/sVXXMw7GzJSW1BR-v2bhVwcrop882.0,-568.0.jpg",missing_ramp,missing_ramp
"ramp/EdqOIG0FxatS46JVwl9zeAcrop9433.0,-393.0.jpg",ramp,ramp
"ramp/Od5PxntyVyApTWBJxiXd5wcrop1489.0,-573.0.jpg",ramp,ramp
"null/N2h7JdWY6rUKcR9uBZ8kMwcrop5151.0,-372.0.jpg",null,obstruction
"null/85j6sjnWYut6QIS4xxlcCwcrop4529.0,-625.0.jpg",null,missing_ramp
"null/tNrx4_kLLdkait8ratp4nwcrop9210.0,-1086.0.jpg",null,missing_ramp
"ramp/HzT5Ac432hX6cC_MUNV_mgcrop7684.0,-331.0.jpg",ramp,ramp
"ramp/k1FkrMHSRoeBgQR6xQKFigcrop7131.0,-533.0.jpg",ramp,ramp
"ramp/9TWRMmx65hEUsd27jG1-AQcrop4882.0,-511.0.jpg",ramp,ramp
"null/WGezmY0r6PWu0HcvBVWwxwcrop4419.0,-315.0.jpg",null,obstruction
"ramp/2HmR-4KKNBMhOq5Sgkye2wcrop9519.0,-312.0.jpg",ramp,ramp
"sfc_problem/hPvlG1QHhJhiihmUX-OvJwcrop12772.0,-939.0.jpg",sfc_problem,sfc_problem
"null/C2d5KPUIR-8H3_rXb2OB-Acrop10646.0,-76.0.jpg",null,ramp
"null/3_zy2-5UqUhxCfEDtES_Nwcrop6274.0,-899.0.jpg",null,null
"null/RA-bBAELAGUk-KIspmJxowcrop12888.0,-513.0.jpg",null,ramp
"ramp/nc8dRsMhoBuCFIvAQLv_EAcrop10901.0,-572.0.jpg",ramp,ramp
"null/z3SoykjY_aO2hj1xTgKcQAcrop6492.0,-757.0.jpg",null,obstruction
"missing_ramp/Q7czVCXyndeISE7z0Nzd-Qcrop5281.0,-646.0.jpg",missing_ramp,missing_ramp
"obstruction/N8lUvFy0JasKwPcA4bea4Qcrop1624.0,-1168.0.jpg",obstruction,obstruction
"null/aacNWoUfIzS3dEmFwSZVXwcrop9558.0,-703.0.jpg",null,null
"null/UQBEyaiVi2Rgz8Fy0jkL4Acrop9973.0,-687.0.jpg",null,null
"null/jRwK8LL4RHY7umxg3P8ViQcrop12562.0,-1316.0.jpg",null,ramp
"null/OU60k863KWMtg2CfaedASgcrop11930.0,-321.0.jpg",null,sfc_problem
"null/uxKTAhBlhz8uG8XVw7ZFCQcrop11731.0,-126.0.jpg",null,null
"null/nPL5ov7koqaBV0ZjcjOvwwcrop1533.0,-959.0.jpg",null,null
"ramp/IJ70FCDd9sg43W0cPWZPegcrop11356.0,-627.0.jpg",ramp,ramp
"null/yKu400XrytRcj0IoDQgn1Qcrop1202.0,-1644.0.jpg",null,ramp
"null/ZEdBVg3bQAyGDZtQA4MPRgcrop12091.0,-816.0.jpg",null,ramp
"null/qncaU6PrS_q_Z0smmgsCDwcrop11069.0,-1094.0.jpg",null,missing_ramp
"null/Edtulgy7q4cLdS0_hjnRZAcrop1644.0,-635.0.jpg",null,obstruction
"null/qOcFtr-Uw4oCPpYqrSObGgcrop8051.0,-128.0.jpg",null,ramp
"null/0d9yregAz6flTNV2sqHriAcrop6434.0,-17.0.jpg",null,obstruction
"missing_ramp/pCE2NLRGDK5y2GFENlKy2gcrop2482.0,-1046.0.jpg",missing_ramp,missing_ramp
"null/6-AeGCzECPbLmjAlVy-P_wcrop10705.0,-171.0.jpg",null,ramp
"ramp/7bOEp8qpoKrKTyZoUTnf2Acrop1837.0,-894.0.jpg",ramp,ramp
"obstruction/25vYk2fEs8vp3eZ1In9aNQcrop5050.0,-292.0.jpg",obstruction,obstruction
"ramp/stxXyCKAbd73DmkM2vsIHAcrop805.0,-758.0.jpg",ramp,ramp
"null/sAhSbweKHA59CBpURGg95gcrop10229.0,-1425.0.jpg",null,null
"null/4d9ajIcav8zimyZuo3Nubwcrop9327.0,-141.0.jpg",null,ramp
"sfc_problem/MlAhIQ6xuZ4fBdfNVWqoaAcrop12660.0,-539.0.jpg",sfc_problem,sfc_problem
"null/HqCz5fv4iJq3FP83VGNdBQcrop2882.0,-675.0.jpg",null,ramp
"sfc_problem/7fS8F6045PeezkaSgAjz5gcrop12720.0,-620.0.jpg",sfc_problem,ramp
"missing_ramp/dDyBPHw5zJbzS1kMcznlDQcrop6647.0,-550.0.jpg",missing_ramp,missing_ramp
"obstruction/xuSWu_LTgf5WL27LXNQoEgcrop4539.0,-579.0.jpg",obstruction,ramp
"missing_ramp/RC1jVO0dTKJJFXYQcVr3Pgcrop6949.0,-772.0.jpg",missing_ramp,missing_ramp
"null/t_3e35Po7M2btb7i1EpmVgcrop10550.0,-1592.0.jpg",null,null
"null/nmiDz1i65QlcsFNrfnhscQcrop1008.0,-1137.0.jpg",null,ramp
"null/ApZHzhDJT1fbiCyYHMdyfwcrop6975.0,-1295.0.jpg",null,null
"null/dslJGqaol13AzhdnPA1epAcrop7462.0,-445.0.jpg",null,obstruction
"null/E9XHKUnijXrpYjg7c831pQcrop11640.0,-849.0.jpg",null,null
"null/hl7qVzrbjTrotqsd_HlmVAcrop3032.0,-979.0.jpg",null,null
"null/V1z5_U6Yi2ziVPF87rlPrAcrop3972.0,-410.0.jpg",null,obstruction
