LabelId	LabelGSVPanoramaId	LabelTypeId	svImageX	svImageY	originalCanvasX	originalCanvasY	originalHeading	heading	originalPitch	pitch	labelLat	labelLng
477	5umV8SPGE1jidFGstzcQDA	1	8099	-721	312	236	225	225	-20	-20	38.931455	-77.044185
477	5umV8SPGE1jidFGstzcQDA	1	8127	-665	318	224	225	225	-20	-20	38.931455	-77.044185
477	5umV8SPGE1jidFGstzcQDA	1	8090	-540	310	197	225	225	-20	-20	38.931455	-77.044185
477	5umV8SPGE1jidFGstzcQDA	1	7897	-521	268	193	225	225	-20	-20	38.931455	-77.044185
477	5umV8SPGE1jidFGstzcQDA	1	7602	-600	204	210	225	225	-20	-20	38.931455	-77.044185
477	5umV8SPGE1jidFGstzcQDA	1	7602	-623	204	215	225	225	-20	-20	38.931455	-77.044185
477	5umV8SPGE1jidFGstzcQDA	1	7791	-670	245	225	225	225	-20	-20	38.931455	-77.044185
478	roOvlCd4INkZwX-AolnXKA	2	1964	-1060	182	309	75	75	-20	-20	38.934767	-77.03733
478	roOvlCd4INkZwX-AolnXKA	2	2083	-1167	208	332	75	75	-20	-20	38.934767	-77.03733
478	roOvlCd4INkZwX-AolnXKA	2	2277	-1260	250	352	75	75	-20	-20	38.934767	-77.03733
478	roOvlCd4INkZwX-AolnXKA	2	2594	-1312	319	363	75	75	-20	-20	38.934767	-77.03733
478	roOvlCd4INkZwX-AolnXKA	2	2888	-1260	383	352	75	75	-20	-20	38.934767	-77.03733
478	roOvlCd4INkZwX-AolnXKA	2	3059	-1200	420	339	75	75	-20	-20	38.934767	-77.03733
478	roOvlCd4INkZwX-AolnXKA	2	3220	-1098	455	317	75	75	-20	-20	38.934767	-77.03733
478	roOvlCd4INkZwX-AolnXKA	2	3215	-1051	454	307	75	75	-20	-20	38.934767	-77.03733
478	roOvlCd4INkZwX-AolnXKA	2	2691	-805	340	254	75	75	-20	-20	38.934767	-77.03733
478	roOvlCd4INkZwX-AolnXKA	2	1996	-1033	189	303	75	75	-20	-20	38.934767	-77.03733
479	roOvlCd4INkZwX-AolnXKA	2	5906	-1121	189	322	181	181	-20	-20	38.934767	-77.03733
479	roOvlCd4INkZwX-AolnXKA	2	6155	-1139	243	326	181	181	-20	-20	38.934767	-77.03733
479	roOvlCd4INkZwX-AolnXKA	2	6458	-1139	309	326	181	181	-20	-20	38.934767	-77.03733
479	roOvlCd4INkZwX-AolnXKA	2	6748	-1084	372	314	181	181	-20	-20	38.934767	-77.03733
479	roOvlCd4INkZwX-AolnXKA	2	6909	-1009	407	298	181	181	-20	-20	38.934767	-77.03733
479	roOvlCd4INkZwX-AolnXKA	2	6974	-963	421	288	181	181	-20	-20	38.934767	-77.03733
479	roOvlCd4INkZwX-AolnXKA	2	6955	-907	417	276	181	181	-20	-20	38.934767	-77.03733
479	roOvlCd4INkZwX-AolnXKA	2	6468	-805	311	254	181	181	-20	-20	38.934767	-77.03733
479	roOvlCd4INkZwX-AolnXKA	2	5911	-1060	190	309	181	181	-20	-20	38.934767	-77.03733
480	Jt1F39trP3HlIvH3nzjt_w	1	271	-816	250	316	21	21	-13	-13	38.931391	-77.04415
480	Jt1F39trP3HlIvH3nzjt_w	1	257	-769	247	306	21	21	-13	-13	38.931391	-77.04415
480	Jt1F39trP3HlIvH3nzjt_w	1	404	-648	279	280	21	21	-13	-13	38.931391	-77.04415
480	Jt1F39trP3HlIvH3nzjt_w	1	639	-620	330	274	21	21	-13	-13	38.931391	-77.04415
480	Jt1F39trP3HlIvH3nzjt_w	1	928	-699	393	291	21	21	-13	-13	38.931391	-77.04415
480	Jt1F39trP3HlIvH3nzjt_w	1	928	-718	393	295	21	21	-13	-13	38.931391	-77.04415
480	Jt1F39trP3HlIvH3nzjt_w	1	685	-764	340	305	21	21	-13	-13	38.931391	-77.04415
480	Jt1F39trP3HlIvH3nzjt_w	1	390	-802	276	313	21	21	-13	-13	38.931391	-77.04415
481	Jt1F39trP3HlIvH3nzjt_w	1	3418	-847	269	263	104	104	-20	-20	38.931391	-77.04415
481	Jt1F39trP3HlIvH3nzjt_w	1	3468	-847	280	263	104	104	-20	-20	38.931391	-77.04415
481	Jt1F39trP3HlIvH3nzjt_w	1	3993	-874	394	269	104	104	-20	-20	38.931391	-77.04415
481	Jt1F39trP3HlIvH3nzjt_w	1	4181	-1033	435	303	104	104	-20	-20	38.931391	-77.04415
481	Jt1F39trP3HlIvH3nzjt_w	1	3772	-1363	346	374	104	104	-20	-20	38.931391	-77.04415
481	Jt1F39trP3HlIvH3nzjt_w	1	3726	-1391	336	380	104	104	-20	-20	38.931391	-77.04415
481	Jt1F39trP3HlIvH3nzjt_w	1	3574	-1298	303	360	104	104	-20	-20	38.931391	-77.04415
481	Jt1F39trP3HlIvH3nzjt_w	1	3436	-991	273	294	104	104	-20	-20	38.931391	-77.04415
482	Jt1F39trP3HlIvH3nzjt_w	1	4190	-1037	248	304	127	127	-20	-20	38.931391	-77.04415
482	Jt1F39trP3HlIvH3nzjt_w	1	4406	-893	295	273	127	127	-20	-20	38.931391	-77.04415
482	Jt1F39trP3HlIvH3nzjt_w	1	4926	-898	408	274	127	127	-20	-20	38.931391	-77.04415
482	Jt1F39trP3HlIvH3nzjt_w	1	4963	-921	416	279	127	127	-20	-20	38.931391	-77.04415
482	Jt1F39trP3HlIvH3nzjt_w	1	4848	-1158	391	330	127	127	-20	-20	38.931391	-77.04415
482	Jt1F39trP3HlIvH3nzjt_w	1	4659	-1293	350	359	127	127	-20	-20	38.931391	-77.04415
482	Jt1F39trP3HlIvH3nzjt_w	1	4471	-1367	309	375	127	127	-20	-20	38.931391	-77.04415
482	Jt1F39trP3HlIvH3nzjt_w	1	4356	-1395	284	381	127	127	-20	-20	38.931391	-77.04415
483	Jt1F39trP3HlIvH3nzjt_w	1	8632	-800	64	253	270	270	-20	-20	38.931391	-77.04415
483	Jt1F39trP3HlIvH3nzjt_w	1	8627	-758	63	244	270	270	-20	-20	38.931391	-77.04415
483	Jt1F39trP3HlIvH3nzjt_w	1	8650	-707	68	233	270	270	-20	-20	38.931391	-77.04415
483	Jt1F39trP3HlIvH3nzjt_w	1	8875	-581	117	206	270	270	-20	-20	38.931391	-77.04415
483	Jt1F39trP3HlIvH3nzjt_w	1	9119	-581	170	206	270	270	-20	-20	38.931391	-77.04415
483	Jt1F39trP3HlIvH3nzjt_w	1	9386	-726	228	237	270	270	-20	-20	38.931391	-77.04415
483	Jt1F39trP3HlIvH3nzjt_w	1	9391	-763	229	245	270	270	-20	-20	38.931391	-77.04415
483	Jt1F39trP3HlIvH3nzjt_w	1	9161	-805	179	254	270	270	-20	-20	38.931391	-77.04415
483	Jt1F39trP3HlIvH3nzjt_w	1	8857	-805	113	254	270	270	-20	-20	38.931391	-77.04415
484	oMLlhpVo8Vrol-fBhNZVdg	1	11425	-705	203	318	329	329	-9	-9	38.930574	-77.038847
484	oMLlhpVo8Vrol-fBhNZVdg	1	11453	-663	209	309	329	329	-9	-9	38.930574	-77.038847
484	oMLlhpVo8Vrol-fBhNZVdg	1	11811	-607	287	297	329	329	-9	-9	38.930574	-77.038847
484	oMLlhpVo8Vrol-fBhNZVdg	1	11972	-649	322	306	329	329	-9	-9	38.930574	-77.038847
484	oMLlhpVo8Vrol-fBhNZVdg	1	11954	-774	318	333	329	329	-9	-9	38.930574	-77.038847
484	oMLlhpVo8Vrol-fBhNZVdg	1	11945	-793	316	337	329	329	-9	-9	38.930574	-77.038847
484	oMLlhpVo8Vrol-fBhNZVdg	1	11770	-788	278	336	329	329	-9	-9	38.930574	-77.038847
484	oMLlhpVo8Vrol-fBhNZVdg	1	11554	-728	231	323	329	329	-9	-9	38.930574	-77.038847
485	oMLlhpVo8Vrol-fBhNZVdg	1	12018	-658	332	308	329	329	-9	-9	38.930574	-77.038847
485	oMLlhpVo8Vrol-fBhNZVdg	1	12184	-593	368	294	329	329	-9	-9	38.930574	-77.038847
485	oMLlhpVo8Vrol-fBhNZVdg	1	12488	-616	434	299	329	329	-9	-9	38.930574	-77.038847
485	oMLlhpVo8Vrol-fBhNZVdg	1	12511	-621	439	300	329	329	-9	-9	38.930574	-77.038847
485	oMLlhpVo8Vrol-fBhNZVdg	1	12497	-658	436	308	329	329	-9	-9	38.930574	-77.038847
485	oMLlhpVo8Vrol-fBhNZVdg	1	12336	-751	401	328	329	329	-9	-9	38.930574	-77.038847
485	oMLlhpVo8Vrol-fBhNZVdg	1	12189	-784	369	335	329	329	-9	-9	38.930574	-77.038847
485	oMLlhpVo8Vrol-fBhNZVdg	1	12179	-756	367	329	329	329	-9	-9	38.930574	-77.038847
486	oMLlhpVo8Vrol-fBhNZVdg	1	840	-592	201	262	43	43	-13	-13	38.930574	-77.038847
486	oMLlhpVo8Vrol-fBhNZVdg	1	845	-560	202	255	43	43	-13	-13	38.930574	-77.038847
486	oMLlhpVo8Vrol-fBhNZVdg	1	1056	-499	248	242	43	43	-13	-13	38.930574	-77.038847
486	oMLlhpVo8Vrol-fBhNZVdg	1	1130	-490	264	240	43	43	-13	-13	38.930574	-77.038847
486	oMLlhpVo8Vrol-fBhNZVdg	1	1162	-592	271	262	43	43	-13	-13	38.930574	-77.038847
486	oMLlhpVo8Vrol-fBhNZVdg	1	1029	-592	242	262	43	43	-13	-13	38.930574	-77.038847
487	oMLlhpVo8Vrol-fBhNZVdg	1	1277	-457	296	233	43	43	-13	-13	38.930574	-77.038847
487	oMLlhpVo8Vrol-fBhNZVdg	1	1139	-481	266	238	43	43	-13	-13	38.930574	-77.038847
487	oMLlhpVo8Vrol-fBhNZVdg	1	1162	-588	271	261	43	43	-13	-13	38.930574	-77.038847
487	oMLlhpVo8Vrol-fBhNZVdg	1	1337	-569	309	257	43	43	-13	-13	38.930574	-77.038847
487	oMLlhpVo8Vrol-fBhNZVdg	1	1434	-541	330	251	43	43	-13	-13	38.930574	-77.038847
487	oMLlhpVo8Vrol-fBhNZVdg	1	1489	-504	342	243	43	43	-13	-13	38.930574	-77.038847
488	oMLlhpVo8Vrol-fBhNZVdg	1	3059	-806	195	286	103	103	-16	-16	38.930574	-77.038847
488	oMLlhpVo8Vrol-fBhNZVdg	1	3087	-759	201	276	103	103	-16	-16	38.930574	-77.038847
488	oMLlhpVo8Vrol-fBhNZVdg	1	3533	-708	298	265	103	103	-16	-16	38.930574	-77.038847
488	oMLlhpVo8Vrol-fBhNZVdg	1	3657	-819	325	289	103	103	-16	-16	38.930574	-77.038847
488	oMLlhpVo8Vrol-fBhNZVdg	1	3294	-1010	246	330	103	103	-16	-16	38.930574	-77.038847
488	oMLlhpVo8Vrol-fBhNZVdg	1	3261	-1038	239	336	103	103	-16	-16	38.930574	-77.038847
488	oMLlhpVo8Vrol-fBhNZVdg	1	3137	-917	212	310	103	103	-16	-16	38.930574	-77.038847
489	oMLlhpVo8Vrol-fBhNZVdg	1	3537	-1164	299	363	103	103	-16	-16	38.930574	-77.038847
489	oMLlhpVo8Vrol-fBhNZVdg	1	3537	-1108	299	351	103	103	-16	-16	38.930574	-77.038847
489	oMLlhpVo8Vrol-fBhNZVdg	1	3657	-833	325	292	103	103	-16	-16	38.930574	-77.038847
489	oMLlhpVo8Vrol-fBhNZVdg	1	4043	-787	409	282	103	103	-16	-16	38.930574	-77.038847
489	oMLlhpVo8Vrol-fBhNZVdg	1	4365	-1029	479	334	103	103	-16	-16	38.930574	-77.038847
489	oMLlhpVo8Vrol-fBhNZVdg	1	4402	-1080	487	345	103	103	-16	-16	38.930574	-77.038847
489	oMLlhpVo8Vrol-fBhNZVdg	1	4365	-1108	479	351	103	103	-16	-16	38.930574	-77.038847
489	oMLlhpVo8Vrol-fBhNZVdg	1	4163	-1173	435	365	103	103	-16	-16	38.930574	-77.038847
489	oMLlhpVo8Vrol-fBhNZVdg	1	3758	-1191	347	369	103	103	-16	-16	38.930574	-77.038847
490	oMLlhpVo8Vrol-fBhNZVdg	1	8028	-814	190	266	238	238	-19	-19	38.930574	-77.038847
490	oMLlhpVo8Vrol-fBhNZVdg	1	8042	-768	193	256	238	238	-19	-19	38.930574	-77.038847
490	oMLlhpVo8Vrol-fBhNZVdg	1	8534	-693	300	240	238	238	-19	-19	38.930574	-77.038847
490	oMLlhpVo8Vrol-fBhNZVdg	1	8810	-768	360	256	238	238	-19	-19	38.930574	-77.038847
490	oMLlhpVo8Vrol-fBhNZVdg	1	8801	-1028	358	312	238	238	-19	-19	38.930574	-77.038847
490	oMLlhpVo8Vrol-fBhNZVdg	1	8801	-1056	358	318	238	238	-19	-19	38.930574	-77.038847
490	oMLlhpVo8Vrol-fBhNZVdg	1	8488	-1000	290	306	238	238	-19	-19	38.930574	-77.038847
490	oMLlhpVo8Vrol-fBhNZVdg	1	8166	-879	220	280	238	238	-19	-19	38.930574	-77.038847
491	oMLlhpVo8Vrol-fBhNZVdg	1	9178	-1014	440	309	238	238	-19	-19	38.930574	-77.038847
491	oMLlhpVo8Vrol-fBhNZVdg	1	9178	-968	440	299	238	238	-19	-19	38.930574	-77.038847
491	oMLlhpVo8Vrol-fBhNZVdg	1	8920	-754	384	253	238	238	-19	-19	38.930574	-77.038847
491	oMLlhpVo8Vrol-fBhNZVdg	1	9063	-661	415	233	238	238	-19	-19	38.930574	-77.038847
491	oMLlhpVo8Vrol-fBhNZVdg	1	9551	-689	521	239	238	238	-19	-19	38.930574	-77.038847
491	oMLlhpVo8Vrol-fBhNZVdg	1	9555	-721	522	246	238	238	-19	-19	38.930574	-77.038847
491	oMLlhpVo8Vrol-fBhNZVdg	1	9463	-842	502	272	238	238	-19	-19	38.930574	-77.038847
492	4fkYn2EPQoFhabJZ-QLo6g	1	2993	-1307	231	368	97	97	-19	-19	38.933494	-77.038806
492	4fkYn2EPQoFhabJZ-QLo6g	1	2635	-958	153	293	97	97	-19	-19	38.933494	-77.038806
492	4fkYn2EPQoFhabJZ-QLo6g	1	2906	-856	212	271	97	97	-19	-19	38.933494	-77.038806
492	4fkYn2EPQoFhabJZ-QLo6g	1	3352	-940	309	289	97	97	-19	-19	38.933494	-77.038806
492	4fkYn2EPQoFhabJZ-QLo6g	1	3412	-972	322	296	97	97	-19	-19	38.933494	-77.038806
492	4fkYn2EPQoFhabJZ-QLo6g	1	3329	-1084	304	320	97	97	-19	-19	38.933494	-77.038806
492	4fkYn2EPQoFhabJZ-QLo6g	1	3113	-1251	257	356	97	97	-19	-19	38.933494	-77.038806
493	4fkYn2EPQoFhabJZ-QLo6g	1	5725	-768	244	248	169	169	-20	-20	38.933494	-77.038806
493	4fkYn2EPQoFhabJZ-QLo6g	1	5739	-716	247	237	169	169	-20	-20	38.933494	-77.038806
493	4fkYn2EPQoFhabJZ-QLo6g	1	5858	-614	273	215	169	169	-20	-20	38.933494	-77.038806
493	4fkYn2EPQoFhabJZ-QLo6g	1	5996	-595	303	211	169	169	-20	-20	38.933494	-77.038806
493	4fkYn2EPQoFhabJZ-QLo6g	1	6245	-633	357	219	169	169	-20	-20	38.933494	-77.038806
493	4fkYn2EPQoFhabJZ-QLo6g	1	6254	-670	359	227	169	169	-20	-20	38.933494	-77.038806
493	4fkYn2EPQoFhabJZ-QLo6g	1	6111	-744	328	243	169	169	-20	-20	38.933494	-77.038806
493	4fkYn2EPQoFhabJZ-QLo6g	1	5890	-781	280	251	169	169	-20	-20	38.933494	-77.038806
15232	CZYpVrvc18TGy13MtPjmJw	1	8266	-468	248	347	227	227	-9	-9	38.93188	-77.038537
15232	CZYpVrvc18TGy13MtPjmJw	1	8373	-465	341	344	227	227	-9	-9	38.93188	-77.038537
15232	CZYpVrvc18TGy13MtPjmJw	1	8515	-452	465	333	227	227	-9	-9	38.93188	-77.038537
15232	CZYpVrvc18TGy13MtPjmJw	1	8596	-438	535	321	227	227	-9	-9	38.93188	-77.038537
15232	CZYpVrvc18TGy13MtPjmJw	1	8597	-424	536	309	227	227	-9	-9	38.93188	-77.038537
15232	CZYpVrvc18TGy13MtPjmJw	1	8375	-384	343	275	227	227	-9	-9	38.93188	-77.038537
15232	CZYpVrvc18TGy13MtPjmJw	1	8245	-389	230	279	227	227	-9	-9	38.93188	-77.038537
494	7aSegIqi25ymYc0F0r3q8A	1	1117	-1074	229	312	47	47	-20	-20	38.931361	-77.038818
494	7aSegIqi25ymYc0F0r3q8A	1	1209	-1014	249	299	47	47	-20	-20	38.931361	-77.038818
494	7aSegIqi25ymYc0F0r3q8A	1	1439	-800	299	253	47	47	-20	-20	38.931361	-77.038818
494	7aSegIqi25ymYc0F0r3q8A	1	1255	-702	259	232	47	47	-20	-20	38.931361	-77.038818
494	7aSegIqi25ymYc0F0r3q8A	1	822	-698	165	231	47	47	-20	-20	38.931361	-77.038818
494	7aSegIqi25ymYc0F0r3q8A	1	763	-707	152	233	47	47	-20	-20	38.931361	-77.038818
494	7aSegIqi25ymYc0F0r3q8A	1	795	-772	159	247	47	47	-20	-20	38.931361	-77.038818
494	7aSegIqi25ymYc0F0r3q8A	1	942	-921	191	279	47	47	-20	-20	38.931361	-77.038818
495	7aSegIqi25ymYc0F0r3q8A	1	12305	-391	344	167	335	335	-20	-20	38.931361	-77.038818
495	7aSegIqi25ymYc0F0r3q8A	1	12176	-326	316	153	335	335	-20	-20	38.931361	-77.038818
495	7aSegIqi25ymYc0F0r3q8A	1	12047	-307	288	149	335	335	-20	-20	38.931361	-77.038818
495	7aSegIqi25ymYc0F0r3q8A	1	11923	-358	261	160	335	335	-20	-20	38.931361	-77.038818
495	7aSegIqi25ymYc0F0r3q8A	1	11955	-377	268	164	335	335	-20	-20	38.931361	-77.038818
495	7aSegIqi25ymYc0F0r3q8A	1	12125	-396	305	168	335	335	-20	-20	38.931361	-77.038818
496	7aSegIqi25ymYc0F0r3q8A	1	9899	-596	448	215	257	257	-19	-19	38.931361	-77.038818
496	7aSegIqi25ymYc0F0r3q8A	1	9830	-544	433	204	257	257	-19	-19	38.931361	-77.038818
496	7aSegIqi25ymYc0F0r3q8A	1	9563	-489	375	192	257	257	-19	-19	38.931361	-77.038818
496	7aSegIqi25ymYc0F0r3q8A	1	9347	-526	328	200	257	257	-19	-19	38.931361	-77.038818
496	7aSegIqi25ymYc0F0r3q8A	1	9374	-707	334	239	257	257	-19	-19	38.931361	-77.038818
496	7aSegIqi25ymYc0F0r3q8A	1	9563	-689	375	235	257	257	-19	-19	38.931361	-77.038818
496	7aSegIqi25ymYc0F0r3q8A	1	9779	-637	422	224	257	257	-19	-19	38.931361	-77.038818
497	7aSegIqi25ymYc0F0r3q8A	1	8842	-763	387	253	236	236	-19	-19	38.931361	-77.038818
497	7aSegIqi25ymYc0F0r3q8A	1	8842	-703	387	240	236	236	-19	-19	38.931361	-77.038818
497	7aSegIqi25ymYc0F0r3q8A	1	8800	-572	378	212	236	236	-19	-19	38.931361	-77.038818
497	7aSegIqi25ymYc0F0r3q8A	1	8566	-535	327	204	236	236	-19	-19	38.931361	-77.038818
497	7aSegIqi25ymYc0F0r3q8A	1	8253	-605	259	219	236	236	-19	-19	38.931361	-77.038818
497	7aSegIqi25ymYc0F0r3q8A	1	8239	-642	256	227	236	236	-19	-19	38.931361	-77.038818
497	7aSegIqi25ymYc0F0r3q8A	1	8350	-698	280	239	236	236	-19	-19	38.931361	-77.038818
497	7aSegIqi25ymYc0F0r3q8A	1	8644	-744	344	249	236	236	-19	-19	38.931361	-77.038818
498	7aSegIqi25ymYc0F0r3q8A	1	6299	-573	431	238	162	162	-16	-16	38.931361	-77.038818
498	7aSegIqi25ymYc0F0r3q8A	1	6064	-471	380	216	162	162	-16	-16	38.931361	-77.038818
498	7aSegIqi25ymYc0F0r3q8A	1	5852	-466	334	215	162	162	-16	-16	38.931361	-77.038818
498	7aSegIqi25ymYc0F0r3q8A	1	5802	-578	323	239	162	162	-16	-16	38.931361	-77.038818
498	7aSegIqi25ymYc0F0r3q8A	1	5802	-606	323	245	162	162	-16	-16	38.931361	-77.038818
498	7aSegIqi25ymYc0F0r3q8A	1	5981	-615	362	247	162	162	-16	-16	38.931361	-77.038818
498	7aSegIqi25ymYc0F0r3q8A	1	6165	-596	402	243	162	162	-16	-16	38.931361	-77.038818
499	t4hWQMO2pRjA0UUhiuQDZg	1	11254	-614	397	215	300	300	-20	-20	38.930771	-77.038158
499	t4hWQMO2pRjA0UUhiuQDZg	1	11250	-591	396	210	300	300	-20	-20	38.930771	-77.038158
499	t4hWQMO2pRjA0UUhiuQDZg	1	11176	-498	380	190	300	300	-20	-20	38.930771	-77.038158
499	t4hWQMO2pRjA0UUhiuQDZg	1	10992	-479	340	186	300	300	-20	-20	38.930771	-77.038158
499	t4hWQMO2pRjA0UUhiuQDZg	1	10716	-535	280	198	300	300	-20	-20	38.930771	-77.038158
499	t4hWQMO2pRjA0UUhiuQDZg	1	10707	-554	278	202	300	300	-20	-20	38.930771	-77.038158
499	t4hWQMO2pRjA0UUhiuQDZg	1	10877	-591	315	210	300	300	-20	-20	38.930771	-77.038158
499	t4hWQMO2pRjA0UUhiuQDZg	1	11116	-619	367	216	300	300	-20	-20	38.930771	-77.038158
500	t4hWQMO2pRjA0UUhiuQDZg	1	8926	-768	528	258	221	221	-19	-19	38.930771	-77.038158
500	t4hWQMO2pRjA0UUhiuQDZg	1	8903	-703	523	244	221	221	-19	-19	38.930771	-77.038158
500	t4hWQMO2pRjA0UUhiuQDZg	1	8572	-624	451	227	221	221	-19	-19	38.930771	-77.038158
500	t4hWQMO2pRjA0UUhiuQDZg	1	8144	-652	358	233	221	221	-19	-19	38.930771	-77.038158
500	t4hWQMO2pRjA0UUhiuQDZg	1	7914	-782	308	261	221	221	-19	-19	38.930771	-77.038158
500	t4hWQMO2pRjA0UUhiuQDZg	1	7914	-810	308	267	221	221	-19	-19	38.930771	-77.038158
500	t4hWQMO2pRjA0UUhiuQDZg	1	8186	-847	367	275	221	221	-19	-19	38.930771	-77.038158
500	t4hWQMO2pRjA0UUhiuQDZg	1	8701	-814	479	268	221	221	-19	-19	38.930771	-77.038158
501	t4hWQMO2pRjA0UUhiuQDZg	1	3344	-795	245	252	105	105	-20	-20	38.930771	-77.038158
501	t4hWQMO2pRjA0UUhiuQDZg	1	3482	-781	275	249	105	105	-20	-20	38.930771	-77.038158
501	t4hWQMO2pRjA0UUhiuQDZg	1	3906	-726	367	237	105	105	-20	-20	38.930771	-77.038158
501	t4hWQMO2pRjA0UUhiuQDZg	1	4002	-679	388	227	105	105	-20	-20	38.930771	-77.038158
501	t4hWQMO2pRjA0UUhiuQDZg	1	3662	-595	314	209	105	105	-20	-20	38.930771	-77.038158
501	t4hWQMO2pRjA0UUhiuQDZg	1	3404	-614	258	213	105	105	-20	-20	38.930771	-77.038158
502	rjOh2mH2difs0escOEW2AA	1	2470	-1223	300	344	74	74	-20	-20	38.932741	-77.04419
502	rjOh2mH2difs0escOEW2AA	1	2470	-1107	300	319	74	74	-20	-20	38.932741	-77.04419
502	rjOh2mH2difs0escOEW2AA	1	2267	-837	256	261	74	74	-20	-20	38.932741	-77.04419
502	rjOh2mH2difs0escOEW2AA	1	1913	-763	179	245	74	74	-20	-20	38.932741	-77.04419
502	rjOh2mH2difs0escOEW2AA	1	1389	-884	65	271	74	74	-20	-20	38.932741	-77.04419
502	rjOh2mH2difs0escOEW2AA	1	1375	-926	62	280	74	74	-20	-20	38.932741	-77.04419
502	rjOh2mH2difs0escOEW2AA	1	1729	-1088	139	315	74	74	-20	-20	38.932741	-77.04419
502	rjOh2mH2difs0escOEW2AA	1	2092	-1172	218	333	74	74	-20	-20	38.932741	-77.04419
502	rjOh2mH2difs0escOEW2AA	1	2258	-1191	254	337	74	74	-20	-20	38.932741	-77.04419
503	rjOh2mH2difs0escOEW2AA	1	2962	-1153	407	329	74	74	-20	-20	38.932741	-77.04419
503	rjOh2mH2difs0escOEW2AA	1	3233	-1065	466	310	74	74	-20	-20	38.932741	-77.04419
503	rjOh2mH2difs0escOEW2AA	1	3514	-926	527	280	74	74	-20	-20	38.932741	-77.04419
503	rjOh2mH2difs0escOEW2AA	1	3620	-805	550	254	74	74	-20	-20	38.932741	-77.04419
503	rjOh2mH2difs0escOEW2AA	1	3601	-777	546	248	74	74	-20	-20	38.932741	-77.04419
503	rjOh2mH2difs0escOEW2AA	1	3440	-744	511	241	74	74	-20	-20	38.932741	-77.04419
503	rjOh2mH2difs0escOEW2AA	1	3091	-730	435	238	74	74	-20	-20	38.932741	-77.04419
503	rjOh2mH2difs0escOEW2AA	1	2856	-809	384	255	74	74	-20	-20	38.932741	-77.04419
504	rjOh2mH2difs0escOEW2AA	1	12332	-499	356	226	334	334	-15	-15	38.932741	-77.04419
504	rjOh2mH2difs0escOEW2AA	1	12309	-438	351	213	334	334	-15	-15	38.932741	-77.04419
504	rjOh2mH2difs0escOEW2AA	1	12084	-383	302	201	334	334	-15	-15	38.932741	-77.04419
504	rjOh2mH2difs0escOEW2AA	1	11881	-410	258	207	334	334	-15	-15	38.932741	-77.04419
504	rjOh2mH2difs0escOEW2AA	1	11835	-517	248	230	334	334	-15	-15	38.932741	-77.04419
504	rjOh2mH2difs0escOEW2AA	1	11822	-555	245	238	334	334	-15	-15	38.932741	-77.04419
