LabelId	LabelBinId	LabelGSVPanoramaId	LabelTypeId	svImageX	svImageY	originalCanvasX	originalCanvasY	originalHeading	heading	originalPitch	pitch	labelLat	labelLng
3378	4	Wz5hQ6tGkH85GNEdnkGd1w	1	12246	-728	NULL	NULL	NULL	315	NULL	-20	38.934136	-77.044186
3378	4	Wz5hQ6tGkH85GNEdnkGd1w	1	12246	-975	NULL	NULL	NULL	315	NULL	-20	38.934136	-77.044186
3378	4	Wz5hQ6tGkH85GNEdnkGd1w	1	11648	-975	NULL	NULL	NULL	315	NULL	-20	38.934136	-77.044186
3379	4	Wz5hQ6tGkH85GNEdnkGd1w	1	9594	-2353	NULL	NULL	NULL	259	NULL	-64	38.934136	-77.044186
3379	4	Wz5hQ6tGkH85GNEdnkGd1w	1	10257	-2353	NULL	NULL	NULL	259	NULL	-64	38.934136	-77.044186
3379	4	Wz5hQ6tGkH85GNEdnkGd1w	1	10257	-2626	NULL	NULL	NULL	259	NULL	-64	38.934136	-77.044186
3379	4	Wz5hQ6tGkH85GNEdnkGd1w	1	9594	-2626	NULL	NULL	NULL	259	NULL	-64	38.934136	-77.044186
3380	4	Wz5hQ6tGkH85GNEdnkGd1w	1	7189	-338	NULL	NULL	NULL	194	NULL	-9	38.934136	-77.044186
3380	4	Wz5hQ6tGkH85GNEdnkGd1w	1	7813	-338	NULL	NULL	NULL	194	NULL	-9	38.934136	-77.044186
3380	4	Wz5hQ6tGkH85GNEdnkGd1w	1	7813	-598	NULL	NULL	NULL	194	NULL	-9	38.934136	-77.044186
3380	4	Wz5hQ6tGkH85GNEdnkGd1w	1	7189	-598	NULL	NULL	NULL	194	NULL	-9	38.934136	-77.044186
2921	5	5Ovl6G9smQEekPuA2LNejQ	1	4763	-273	NULL	NULL	NULL	129	NULL	-7	38.931149	-77.038264
2921	5	5Ovl6G9smQEekPuA2LNejQ	1	5465	-273	NULL	NULL	NULL	129	NULL	-7	38.931149	-77.038264
2921	5	5Ovl6G9smQEekPuA2LNejQ	1	5465	-559	NULL	NULL	NULL	129	NULL	-7	38.931149	-77.038264
2921	5	5Ovl6G9smQEekPuA2LNejQ	1	4763	-559	NULL	NULL	NULL	129	NULL	-7	38.931149	-77.038264
2922	5	5Ovl6G9smQEekPuA2LNejQ	1	9677	-611	NULL	NULL	NULL	262	NULL	-17	38.931149	-77.038264
2922	5	5Ovl6G9smQEekPuA2LNejQ	1	10275	-611	NULL	NULL	NULL	262	NULL	-17	38.931149	-77.038264
2922	5	5Ovl6G9smQEekPuA2LNejQ	1	10275	-858	NULL	NULL	NULL	262	NULL	-17	38.931149	-77.038264
2922	5	5Ovl6G9smQEekPuA2LNejQ	1	9677	-858	NULL	NULL	NULL	262	NULL	-17	38.931149	-77.038264
2923	5	5Ovl6G9smQEekPuA2LNejQ	1	2449	-559	NULL	NULL	NULL	66	NULL	-15	38.931149	-77.038264
2923	5	5Ovl6G9smQEekPuA2LNejQ	1	3047	-559	NULL	NULL	NULL	66	NULL	-15	38.931149	-77.038264
2923	5	5Ovl6G9smQEekPuA2LNejQ	1	3047	-806	NULL	NULL	NULL	66	NULL	-15	38.931149	-77.038264
2923	5	5Ovl6G9smQEekPuA2LNejQ	1	2449	-806	NULL	NULL	NULL	66	NULL	-15	38.931149	-77.038264
2924	5	5Ovl6G9smQEekPuA2LNejQ	1	1682	-1027	NULL	NULL	NULL	46	NULL	-28	38.931149	-77.038264
2924	5	5Ovl6G9smQEekPuA2LNejQ	1	2280	-1027	NULL	NULL	NULL	46	NULL	-28	38.931149	-77.038264
2924	5	5Ovl6G9smQEekPuA2LNejQ	1	2280	-1274	NULL	NULL	NULL	46	NULL	-28	38.931149	-77.038264
2924	5	5Ovl6G9smQEekPuA2LNejQ	1	1682	-1274	NULL	NULL	NULL	46	NULL	-28	38.931149	-77.038264
2925	5	5Ovl6G9smQEekPuA2LNejQ	1	486	-676	NULL	NULL	NULL	13	NULL	-18	38.931149	-77.038264
2925	5	5Ovl6G9smQEekPuA2LNejQ	1	1084	-676	NULL	NULL	NULL	13	NULL	-18	38.931149	-77.038264
2925	5	5Ovl6G9smQEekPuA2LNejQ	1	1084	-923	NULL	NULL	NULL	13	NULL	-18	38.931149	-77.038264
2925	5	5Ovl6G9smQEekPuA2LNejQ	1	486	-923	NULL	NULL	NULL	13	NULL	-18	38.931149	-77.038264
2926	5	5Ovl6G9smQEekPuA2LNejQ	1	2839	-429	NULL	NULL	NULL	77	NULL	-12	38.931149	-77.038264
2926	5	5Ovl6G9smQEekPuA2LNejQ	1	3437	-429	NULL	NULL	NULL	77	NULL	-12	38.931149	-77.038264
2926	5	5Ovl6G9smQEekPuA2LNejQ	1	3437	-676	NULL	NULL	NULL	77	NULL	-12	38.931149	-77.038264
2926	5	5Ovl6G9smQEekPuA2LNejQ	1	2839	-676	NULL	NULL	NULL	77	NULL	-12	38.931149	-77.038264
2927	5	5Ovl6G9smQEekPuA2LNejQ	1	5322	-273	NULL	NULL	NULL	144	NULL	-7	38.931149	-77.038264
2927	5	5Ovl6G9smQEekPuA2LNejQ	1	5920	-273	NULL	NULL	NULL	144	NULL	-7	38.931149	-77.038264
2927	5	5Ovl6G9smQEekPuA2LNejQ	1	5920	-520	NULL	NULL	NULL	144	NULL	-7	38.931149	-77.038264
2927	5	5Ovl6G9smQEekPuA2LNejQ	1	5322	-520	NULL	NULL	NULL	144	NULL	-7	38.931149	-77.038264
2928	5	5Ovl6G9smQEekPuA2LNejQ	1	1838	-702	NULL	NULL	NULL	50	NULL	-19	38.931149	-77.038264
2928	5	5Ovl6G9smQEekPuA2LNejQ	1	2566	-702	NULL	NULL	NULL	50	NULL	-19	38.931149	-77.038264
2928	5	5Ovl6G9smQEekPuA2LNejQ	1	2566	-1001	NULL	NULL	NULL	50	NULL	-19	38.931149	-77.038264
2928	5	5Ovl6G9smQEekPuA2LNejQ	1	1838	-1001	NULL	NULL	NULL	50	NULL	-19	38.931149	-77.038264
2929	5	5Ovl6G9smQEekPuA2LNejQ	1	3866	-247	NULL	NULL	NULL	105	NULL	-7	38.931149	-77.038264
2929	5	5Ovl6G9smQEekPuA2LNejQ	1	4464	-247	NULL	NULL	NULL	105	NULL	-7	38.931149	-77.038264
2929	5	5Ovl6G9smQEekPuA2LNejQ	1	4464	-494	NULL	NULL	NULL	105	NULL	-7	38.931149	-77.038264
2929	5	5Ovl6G9smQEekPuA2LNejQ	1	3866	-494	NULL	NULL	NULL	105	NULL	-7	38.931149	-77.038264
2930	5	5Ovl6G9smQEekPuA2LNejQ	1	2475	-1768	NULL	NULL	NULL	67	NULL	-48	38.931149	-77.038264
2930	5	5Ovl6G9smQEekPuA2LNejQ	1	3203	-1768	NULL	NULL	NULL	67	NULL	-48	38.931149	-77.038264
2930	5	5Ovl6G9smQEekPuA2LNejQ	1	3203	-2067	NULL	NULL	NULL	67	NULL	-48	38.931149	-77.038264
2930	5	5Ovl6G9smQEekPuA2LNejQ	1	2475	-2067	NULL	NULL	NULL	67	NULL	-48	38.931149	-77.038264
3021	6	DlLeWxahkJVzflKCjheLTw	1	11398	-351	NULL	NULL	NULL	308	NULL	-9	38.932229	-77.044198
3021	6	DlLeWxahkJVzflKCjheLTw	1	12126	-351	NULL	NULL	NULL	308	NULL	-9	38.932229	-77.044198
3021	6	DlLeWxahkJVzflKCjheLTw	1	12126	-650	NULL	NULL	NULL	308	NULL	-9	38.932229	-77.044198
3021	6	DlLeWxahkJVzflKCjheLTw	1	11398	-650	NULL	NULL	NULL	308	NULL	-9	38.932229	-77.044198
